country,city_tier,age,gender,education,household_income_usd,household_size,monthly_energy_bill_usd,appliance_replacement_horizon,env_concern_score,brand_trust,price_sensitivity_score,govt_incentive_awareness,willing_to_purchase_12m,max_willingness_to_pay_usd,adoption_advocate,preferred_financing,service_expectation_days,own_LED,own_SolarHeater,own_InverterAC,own_EnergyStarFridge,own_None,reason_Lowerbills,reason_Environment,reason_Govtrebate,reason_Brandimage,reason_Smartfeatures,reason_Durability,barrier_Highprice,barrier_Fewmodels,barrier_Lowtrust,barrier_Installhassle,barrier_After‑salesdoubts,barrier_None,pref_Inverter,pref_SmartIoT,pref_Compact,pref_RecyclableMaterials,pref_FastService,pref_SolarCompatible,src_OnlineReviews,src_InStoreDemo,src_SocialMedia,src_FriendsFamily,src_GovtPortals,src_InfluencerBlogs,age_group,income_group,bill_group
UAE,Metro,43,Male,Postgrad,21288.0,2,130.2,>2yr,3,3,2,0,1,2545.0,4,StoreFinance,4,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,36-45,15-30k,120+
Singapore,Metro,34,Female,Postgrad,34843.0,2,173.29,1-2yr,4,3,4,1,1,3855.0,4,CreditEMI,2,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,26-35,30-50k,120+
UAE,Metro,31,Male,Postgrad,65823.0,3,306.91,<6mo,3,3,2,0,0,6562.0,3,BNPL,4,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,26-35,50-80k,120+
India,Tier2,31,Male,Secondary,15324.0,3,79.32,<6mo,4,4,4,0,0,2073.0,5,BNPL,9,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,26-35,15-30k,40-80
Singapore,Tier2,43,Female,Bachelor,17436.0,4,108.65,1-2yr,3,2,3,1,1,2075.0,2,CreditEMI,5,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,36-45,15-30k,80-120
India,Tier2,33,Male,Postgrad,8945.0,3,54.55,>2yr,2,4,4,0,0,1298.0,2,CreditEMI,2,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,26-35,<15k,40-80
UAE,Metro,18,Female,Diploma,17961.0,4,106.74,1-2yr,4,2,5,0,1,2030.0,5,StoreFinance,6,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,18-25,15-30k,80-120
Singapore,Metro,18,Male,Secondary,30028.0,1,141.89,>2yr,4,3,3,1,2,3341.0,4,StoreFinance,3,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,18-25,30-50k,120+
India,Metro,40,Male,Bachelor,27593.0,5,138.37,<6mo,4,3,5,1,0,2951.0,3,Cash,3,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,36-45,15-30k,120+
UAE,Metro,39,Female,Postgrad,20461.0,3,114.05,6-12mo,5,3,2,0,2,2564.0,5,BNPL,5,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,36-45,15-30k,80-120
India,Metro,27,Male,Postgrad,21094.0,3,125.85,6-12mo,5,3,4,1,1,8808.058293512533,4,StoreFinance,11,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,26-35,15-30k,120+
India,Metro,41,Male,Secondary,20317.0,5,129.91,6-12mo,4,2,5,0,0,2515.0,3,BNPL,2,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,36-45,15-30k,120+
India,Tier2,40,Female,Diploma,8193.0,5,58.14,>2yr,3,3,2,1,2,1252.0,2,CreditEMI,4,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,36-45,<15k,40-80
Singapore,Metro,39,Male,Bachelor,12922.0,6,81.59,>2yr,3,3,3,1,0,5682.790477422496,2,Cash,4,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,36-45,<15k,80-120
UAE,Metro,38,Female,Bachelor,27808.0,2,126.31,1-2yr,4,2,2,1,0,3212.0,5,Cash,2,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,36-45,15-30k,120+
UAE,Metro,45,Female,Diploma,17058.0,4,90.92,>2yr,3,4,2,1,2,2189.0,4,CreditEMI,2,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,36-45,15-30k,80-120
UAE,Metro,30,Female,Postgrad,41619.0,4,204.08,1-2yr,2,2,1,1,1,4369.0,1,BNPL,5,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,26-35,30-50k,120+
India,Rural,52,Female,Diploma,5106.0,2,47.76,6-12mo,3,2,2,1,0,1244.0,4,Cash,8,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,46-55,<15k,40-80
India,Rural,35,Male,Secondary,19484.0,4,92.48,6-12mo,5,4,3,1,1,2621.0,5,BNPL,3,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,26-35,15-30k,80-120
India,Tier2,52,Female,Bachelor,19246.0,4,118.83,>2yr,4,4,3,1,1,2208.0,3,StoreFinance,5,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,46-55,15-30k,80-120
India,Tier2,42,Female,Bachelor,11492.0,6,70.07,>2yr,3,3,3,1,0,1509.0,2,Cash,3,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,36-45,<15k,40-80
UAE,Metro,35,Male,Diploma,139732.0,3,648.25,1-2yr,2,3,3,1,0,13253.0,4,BNPL,2,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,26-35,80k+,120+
India,Metro,57,Other,Diploma,22222.0,3,122.76,6-12mo,2,3,4,0,1,2852.0,2,Cash,5,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,56+,15-30k,120+
Singapore,Metro,30,Female,Diploma,30383.0,2,166.03,<6mo,3,4,1,1,1,3307.0,3,StoreFinance,5,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,26-35,30-50k,120+
India,Tier2,22,Female,Diploma,21014.0,3,103.57,6-12mo,2,3,2,1,2,6709.38553547869,3,StoreFinance,5,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,18-25,15-30k,80-120
India,Metro,40,Male,Bachelor,9301.0,3,40.49,1-2yr,4,3,5,1,0,1478.0,4,CreditEMI,5,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,36-45,<15k,40-80
UAE,Metro,31,Female,Secondary,54835.0,5,290.58,>2yr,4,3,1,0,2,5502.0,4,CreditEMI,3,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,26-35,50-80k,120+
India,Rural,32,Female,Bachelor,9951.0,2,36.17,1-2yr,2,3,3,1,0,1332.0,1,StoreFinance,6,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,26-35,<15k,<40
India,Metro,30,Male,Bachelor,29071.0,5,157.12,6-12mo,3,3,4,1,1,3161.0,3,StoreFinance,5,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,26-35,15-30k,120+
Singapore,Metro,44,Female,Diploma,21657.0,3,121.39,6-12mo,4,4,2,0,1,2675.0,5,CreditEMI,3,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,36-45,15-30k,120+
India,Tier2,41,Female,Secondary,3866.0,8,35.95,1-2yr,4,3,3,1,2,1018.0,4,CreditEMI,8,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,36-45,<15k,<40
India,Metro,35,Male,Diploma,1664.0,2,10.0,1-2yr,4,2,3,1,0,685.0,3,StoreFinance,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,26-35,<15k,<40
UAE,Rural,18,Female,Diploma,19007.0,6,111.99,6-12mo,4,5,2,1,1,2284.0,4,CreditEMI,7,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,18-25,15-30k,80-120
UAE,Metro,46,Female,Postgrad,14865.0,2,85.91,1-2yr,4,2,3,1,1,2030.0,2,BNPL,4,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,46-55,<15k,80-120
UAE,Tier2,38,Female,Bachelor,17099.0,3,110.72,>2yr,4,3,3,1,1,2099.0,3,StoreFinance,5,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,36-45,15-30k,80-120
India,Tier2,19,Female,Diploma,8809.0,3,40.39,>2yr,2,3,5,1,0,1262.0,2,BNPL,5,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,18-25,<15k,40-80
India,Tier2,29,Male,Secondary,17838.0,1,92.21,6-12mo,3,5,3,1,1,2246.0,4,CreditEMI,4,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,26-35,15-30k,80-120
India,Tier2,27,Male,Secondary,11570.0,3,82.43,1-2yr,3,3,5,1,1,1612.0,4,CreditEMI,7,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,26-35,<15k,80-120
India,Rural,40,Male,Bachelor,9060.0,3,28.7,>2yr,3,3,2,1,2,1530.0,2,CreditEMI,5,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,36-45,<15k,<40
Singapore,Metro,23,Female,Postgrad,35801.0,1,182.13,<6mo,4,3,2,1,2,4009.0,3,Cash,3,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,18-25,30-50k,120+
India,Metro,38,Male,Postgrad,9713.0,8,83.15,6-12mo,3,4,3,0,1,1349.0,2,CreditEMI,4,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,36-45,<15k,80-120
India,Tier2,36,Male,Secondary,17683.0,5,113.85,>2yr,4,2,5,1,0,1989.0,5,CreditEMI,4,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,36-45,15-30k,80-120
India,Tier2,18,Male,Bachelor,21475.0,7,117.14,1-2yr,4,1,2,1,1,2821.0,4,StoreFinance,5,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,18-25,15-30k,80-120
India,Metro,25,Female,Bachelor,62211.0,6,298.65,6-12mo,4,2,4,0,1,6144.0,5,CreditEMI,3,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,18-25,50-80k,120+
India,Tier2,41,Male,Bachelor,15778.0,4,85.73,<6mo,3,5,3,1,2,2059.0,3,Cash,4,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,36-45,15-30k,80-120
Singapore,Metro,39,Male,Secondary,127188.0,3,584.63,<6mo,4,4,2,1,1,11991.0,4,BNPL,5,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,36-45,80k+,120+
India,Tier2,41,Female,Secondary,7846.0,3,59.3,1-2yr,2,3,4,0,0,1318.0,3,StoreFinance,6,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,36-45,<15k,40-80
Singapore,Metro,32,Male,Postgrad,35868.0,5,178.63,>2yr,3,3,4,0,1,3686.0,4,CreditEMI,5,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,26-35,30-50k,120+
India,Metro,44,Female,Secondary,16151.0,2,95.62,1-2yr,2,4,4,1,0,1860.0,3,Cash,6,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,36-45,15-30k,80-120
India,Rural,23,Female,Diploma,14086.0,5,87.63,6-12mo,4,4,3,0,2,1791.0,3,CreditEMI,2,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,18-25,<15k,80-120
UAE,Metro,28,Male,Diploma,11886.0,2,64.6,<6mo,3,1,1,1,1,1659.0,3,CreditEMI,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,26-35,<15k,40-80
India,Rural,49,Female,Diploma,22089.0,2,123.23,1-2yr,5,4,1,0,2,2571.0,5,Cash,7,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,46-55,15-30k,120+
UAE,Metro,34,Male,Secondary,17486.0,3,87.58,6-12mo,5,2,3,1,0,2237.0,5,CreditEMI,6,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,26-35,15-30k,80-120
India,Metro,27,Female,Bachelor,5770.0,6,39.62,6-12mo,3,1,3,1,0,1133.0,3,StoreFinance,8,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,26-35,<15k,<40
India,Tier2,22,Other,Diploma,46343.0,4,254.82,1-2yr,3,2,4,0,1,4798.0,4,Cash,8,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,18-25,30-50k,120+
UAE,Metro,36,Male,Postgrad,7214.0,2,46.36,1-2yr,2,2,3,0,0,1126.0,3,CreditEMI,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,36-45,<15k,40-80
India,Metro,45,Male,Secondary,3118.0,1,13.64,>2yr,2,3,3,1,1,1005.0,3,BNPL,6,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,36-45,<15k,<40
India,Metro,18,Male,Bachelor,11982.0,2,66.76,<6mo,4,3,3,1,2,1757.0,3,BNPL,6,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,18-25,<15k,40-80
Singapore,Metro,38,Male,Diploma,11133.0,6,92.46,>2yr,3,4,3,1,0,1579.0,4,Cash,4,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,36-45,<15k,80-120
UAE,Tier2,40,Male,Bachelor,48575.0,4,242.1,1-2yr,3,2,3,0,2,4949.0,3,Cash,6,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,36-45,30-50k,120+
India,Rural,43,Female,Secondary,21266.0,3,101.47,1-2yr,3,4,2,0,1,2423.0,4,BNPL,5,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,36-45,15-30k,80-120
Singapore,Metro,36,Male,Postgrad,166302.0,4,788.7,1-2yr,3,4,5,0,0,15601.0,3,Cash,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,36-45,80k+,120+
UAE,Metro,40,Male,Secondary,94633.74318965555,2,447.2,<6mo,4,5,4,0,2,9286.0,2,Cash,2,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,36-45,80k+,120+
India,Rural,40,Male,Secondary,12937.0,1,67.33,<6mo,3,2,4,1,0,1657.0,2,BNPL,7,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,36-45,<15k,40-80
UAE,Metro,47,Female,Diploma,26860.0,4,138.78,1-2yr,5,3,3,0,2,3054.0,4,StoreFinance,6,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,46-55,15-30k,120+
UAE,Metro,44,Female,Bachelor,51143.0,1,233.05,6-12mo,3,4,3,1,1,5337.0,4,CreditEMI,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,36-45,50-80k,120+
UAE,Metro,34,Female,Diploma,29478.0,3,151.24,1-2yr,4,2,4,1,0,3266.0,3,CreditEMI,4,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,26-35,15-30k,120+
India,Metro,27,Male,Bachelor,28593.0,3,153.85,<6mo,4,4,4,1,1,3398.0,4,StoreFinance,4,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,26-35,15-30k,120+
India,Tier2,18,Female,Diploma,42659.0,6,235.1,>2yr,1,3,1,0,0,4496.0,1,BNPL,6,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,18-25,30-50k,120+
India,Rural,43,Male,Secondary,4202.0,2,29.61,6-12mo,3,3,2,1,1,957.0,2,CreditEMI,3,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,36-45,<15k,<40
Singapore,Metro,18,Male,Bachelor,50844.0,3,248.23,<6mo,4,2,2,1,2,5217.0,4,Cash,2,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,18-25,50-80k,120+
India,Metro,31,Other,Bachelor,20698.0,1,84.83,6-12mo,5,4,2,1,2,2837.0,5,Cash,6,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,26-35,15-30k,80-120
India,Metro,42,Male,Bachelor,7289.0,7,85.96,6-12mo,3,2,2,0,2,1208.0,4,BNPL,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,36-45,<15k,80-120
India,Metro,31,Female,Secondary,19559.0,5,108.76,1-2yr,2,1,3,1,0,2302.0,2,CreditEMI,9,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,26-35,15-30k,80-120
India,Tier2,28,Male,Diploma,37097.0,5,193.24,6-12mo,4,5,3,1,2,4025.0,4,StoreFinance,9,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,26-35,30-50k,120+
India,Rural,35,Female,Secondary,29760.0,4,153.92,1-2yr,5,2,3,1,1,3516.0,3,StoreFinance,5,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,26-35,15-30k,120+
India,Tier2,38,Male,Bachelor,17913.0,6,138.57,1-2yr,2,2,3,1,0,2171.0,2,Cash,6,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,36-45,15-30k,120+
India,Tier2,33,Female,Secondary,22260.0,3,97.85,6-12mo,3,4,4,1,1,2596.0,4,StoreFinance,3,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,26-35,15-30k,80-120
India,Rural,30,Female,Bachelor,7958.0,4,71.03,6-12mo,2,3,3,0,0,1213.0,1,Cash,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,26-35,<15k,40-80
UAE,Metro,53,Male,Secondary,23674.0,5,148.99,>2yr,3,4,4,1,1,2568.0,4,CreditEMI,5,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,46-55,15-30k,120+
India,Tier2,42,Female,Diploma,24755.0,2,117.34,6-12mo,4,3,4,1,0,2883.0,3,BNPL,3,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,36-45,15-30k,80-120
India,Metro,20,Female,Bachelor,16491.0,2,79.8,1-2yr,3,1,3,1,1,2047.0,4,Cash,2,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,18-25,15-30k,40-80
India,Metro,30,Male,Diploma,25979.0,3,118.96,6-12mo,4,3,3,1,1,3106.0,4,Cash,4,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,26-35,15-30k,80-120
India,Tier2,18,Male,Postgrad,9698.0,6,51.11,1-2yr,2,5,2,0,1,1537.0,3,Cash,2,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,18-25,<15k,40-80
India,Metro,40,Male,Bachelor,38055.0,6,210.13,1-2yr,4,2,2,1,2,3970.0,5,Cash,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,36-45,30-50k,120+
UAE,Metro,28,Female,Postgrad,26296.0,3,121.96,1-2yr,5,3,4,0,1,3084.0,5,Cash,3,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,26-35,15-30k,120+
Singapore,Metro,31,Female,Bachelor,31033.0,5,149.52,>2yr,4,3,4,1,1,3186.0,3,StoreFinance,5,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,26-35,30-50k,120+
India,Tier2,32,Male,Diploma,76034.0,4,368.3,<6mo,3,2,1,1,2,7277.0,4,CreditEMI,5,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,26-35,50-80k,120+
UAE,Metro,34,Male,Postgrad,18710.0,5,115.66,6-12mo,4,2,3,0,1,2167.0,5,Cash,6,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,26-35,15-30k,80-120
India,Metro,50,Male,Diploma,6113.0,5,46.42,>2yr,2,2,2,1,0,1229.0,1,BNPL,2,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,46-55,<15k,40-80
India,Metro,46,Male,Bachelor,4267.0,3,33.58,<6mo,3,3,4,0,1,1051.0,2,Cash,5,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,46-55,<15k,<40
India,Tier2,31,Male,Secondary,7755.0,3,53.09,1-2yr,4,4,4,0,1,1236.0,4,Cash,6,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,26-35,<15k,40-80
India,Tier2,18,Male,Diploma,18231.0,1,82.35,1-2yr,3,1,5,0,0,2157.0,1,StoreFinance,3,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,18-25,15-30k,80-120
UAE,Metro,54,Male,Diploma,33411.0,5,155.08,6-12mo,4,2,2,1,2,3685.0,5,Cash,7,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,46-55,30-50k,120+
India,Metro,35,Male,Bachelor,13909.0,3,87.16,1-2yr,2,3,2,1,0,1844.0,4,BNPL,7,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,26-35,<15k,80-120
India,Metro,40,Female,Diploma,6055.0,4,59.66,>2yr,3,2,4,0,1,941.0,5,Cash,6,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,36-45,<15k,40-80
India,Metro,35,Male,Bachelor,15946.0,2,95.34,1-2yr,3,3,2,1,1,1998.0,3,Cash,4,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,26-35,15-30k,80-120
UAE,Metro,37,Other,Diploma,23797.0,5,135.61,6-12mo,2,2,3,0,0,2900.0,1,Cash,2,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,36-45,15-30k,120+
India,Tier2,51,Male,Bachelor,6092.0,8,39.5,>2yr,4,4,3,0,2,1125.0,5,BNPL,4,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,46-55,<15k,<40
India,Rural,48,Male,Postgrad,10735.0,2,71.91,6-12mo,4,3,3,0,0,1691.0,3,CreditEMI,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,46-55,<15k,40-80
India,Metro,27,Female,Diploma,7792.0,6,70.77,1-2yr,5,2,3,0,1,1284.0,4,CreditEMI,7,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,26-35,<15k,40-80
India,Rural,42,Male,Bachelor,39489.0,3,192.32,1-2yr,3,2,5,1,1,4242.0,3,Cash,8,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,36-45,30-50k,120+
India,Metro,37,Male,Secondary,11712.0,6,74.92,>2yr,3,2,2,0,0,1576.0,3,Cash,2,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,36-45,<15k,40-80
UAE,Metro,41,Female,Diploma,16182.0,4,99.49,1-2yr,1,3,3,1,1,1845.0,1,CreditEMI,5,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,36-45,15-30k,80-120
India,Tier2,26,Male,Diploma,27997.0,5,139.11,6-12mo,4,5,3,1,2,3093.0,4,StoreFinance,2,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,26-35,15-30k,120+
