country,city_tier,age,gender,education,household_income_usd,household_size,monthly_energy_bill_usd,appliance_replacement_horizon,env_concern_score,energy_saving_priority,brand_trust,price_sensitivity_score,govt_incentive_awareness,willing_to_purchase_12m,max_willingness_to_pay_usd,adoption_advocate,preferred_financing,service_expectation_days,own_LED,own_SolarHeater,own_InverterAC,own_None,barrier_Price,barrier_Models,barrier_Trust,barrier_Install,barrier_None,pref_Inverter,pref_SmartIoT,pref_Compact,pref_Recyclable,pref_FastService,src_OnlineRev,src_InStore,src_Social,src_FriendsFam,src_GovtPortal
India,Rural,47,Male,Bachelor,6945.0,1,59.09,6-12mo,4,Govt rebate,2,2,1,0,1314.0,4,CreditEMI,5,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
India,Tier2,40,Male,Secondary,7685.0,4,59.94,>2yr,3,Lower bills,3,2,1,1,1085.0,3,CreditEMI,7,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
India,Metro,46,Male,Diploma,6756.0,6,61.82,1-2yr,5,New tech,3,3,1,2,1248.0,5,Cash,5,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0
India,Metro,53,Female,Secondary,27545.0,5,167.61,1-2yr,4,Environment,3,5,0,2,2558.0,4,Cash,3,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
India,Tier2,34,Female,Secondary,25727.0,5,146.85,1-2yr,4,New tech,4,3,0,1,2824.0,4,Cash,3,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0
India,Metro,38,Female,Secondary,5440.0,2,33.47,>2yr,4,Environment,2,1,1,1,962.0,2,Cash,3,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1
Singapore,Metro,36,Female,Bachelor,19793.0,6,109.22,<6mo,1,Environment,2,3,1,0,2215.0,2,BNPL,4,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
India,Tier2,25,Female,Secondary,23005.0,7,161.32,>2yr,5,Lower bills,3,4,1,1,2364.0,4,CreditEMI,6,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
UAE,Metro,31,Female,Bachelor,38423.0,5,213.63,1-2yr,2,Lower bills,2,2,0,1,3587.0,2,BNPL,5,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
India,Tier2,39,Male,Bachelor,28398.0,2,159.46,1-2yr,3,New tech,3,3,0,1,2954.0,3,Cash,5,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1
India,Metro,43,Female,Postgrad,12503.0,3,69.53,<6mo,4,Lower bills,4,1,1,2,1602.0,3,Cash,6,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
Singapore,Metro,28,Female,Postgrad,28323.0,6,154.0,1-2yr,2,Govt rebate,3,3,1,0,2842.0,1,CreditEMI,6,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1
India,Metro,42,Male,Secondary,12354.0,3,71.95,>2yr,3,New tech,2,3,1,0,1449.0,2,Cash,5,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1
India,Metro,33,Male,Diploma,33614.0,2,166.75,1-2yr,3,Environment,3,2,0,1,3330.0,3,StoreFinance,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1
India,Metro,38,Male,Secondary,10036.0,4,75.27,6-12mo,3,Lower bills,2,1,0,1,1301.0,3,CreditEMI,5,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0
India,Metro,29,Male,Bachelor,76695.0,3,407.5,6-12mo,2,Brand image,4,2,0,1,6688.0,2,BNPL,6,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0
Singapore,Metro,40,Other,Postgrad,43064.0,2,218.13,<6mo,1,Govt rebate,3,1,0,2,3979.0,1,StoreFinance,3,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
Singapore,Metro,39,Female,Postgrad,19427.0,5,114.96,6-12mo,4,Lower bills,2,3,0,0,2274.0,4,CreditEMI,4,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0
India,Metro,50,Female,Diploma,15379.0,3,106.12,<6mo,3,Environment,2,3,1,1,2039.0,2,Cash,6,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1
UAE,Metro,53,Female,Bachelor,48545.0,6,273.78,<6mo,1,New tech,3,3,1,0,4515.0,3,Cash,6,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0
UAE,Metro,25,Male,Bachelor,18497.0,2,106.62,>2yr,1,Brand image,1,4,0,0,1865.0,2,Cash,6,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1
India,Metro,27,Male,Bachelor,7071.0,3,47.84,1-2yr,1,Environment,2,1,0,0,968.0,1,CreditEMI,5,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
UAE,Metro,18,Male,Bachelor,29137.0,4,159.89,>2yr,3,Lower bills,2,3,0,0,2910.0,3,StoreFinance,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
India,Metro,43,Male,Bachelor,10181.0,5,81.29,<6mo,3,Environment,4,4,0,1,1313.0,5,StoreFinance,3,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0
India,Metro,39,Male,Bachelor,14338.0,4,103.72,6-12mo,3,Lower bills,3,1,1,2,2005.0,2,Cash,4,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0
UAE,Metro,47,Female,Postgrad,26937.0,6,158.74,1-2yr,3,New tech,4,2,1,1,2722.0,2,Cash,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
India,Metro,18,Male,Bachelor,9656.0,4,60.45,<6mo,2,Environment,3,4,0,0,1437.0,3,CreditEMI,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
UAE,Metro,36,Male,Bachelor,27949.0,3,149.22,>2yr,3,Lower bills,4,3,1,1,2785.0,3,StoreFinance,4,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0
India,Metro,31,Male,Bachelor,12363.0,3,76.99,1-2yr,2,Lower bills,3,4,0,1,1453.0,2,StoreFinance,4,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1
India,Metro,41,Male,Secondary,5398.0,4,33.95,6-12mo,3,Brand image,4,2,0,1,1096.0,3,CreditEMI,2,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0
UAE,Metro,38,Female,Bachelor,30403.0,4,158.36,>2yr,4,Environment,3,3,1,2,3190.0,4,CreditEMI,5,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0
India,Rural,47,Female,Secondary,11681.0,4,76.05,>2yr,2,Govt rebate,4,3,0,0,1434.0,5,CreditEMI,3,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1
India,Metro,21,Female,Postgrad,18007.0,4,107.84,1-2yr,4,New tech,3,3,1,1,2108.0,4,StoreFinance,6,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1
India,Tier2,33,Male,Bachelor,13035.0,7,98.64,6-12mo,4,Lower bills,3,3,0,1,1545.0,3,StoreFinance,3,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
Singapore,Metro,33,Female,Bachelor,19720.0,5,123.73,6-12mo,4,Lower bills,3,3,1,2,2076.0,4,CreditEMI,4,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
India,Rural,44,Male,Bachelor,12861.0,4,81.34,6-12mo,3,Govt rebate,3,1,1,1,1561.0,4,CreditEMI,7,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0
Singapore,Metro,34,Male,Bachelor,40275.0,6,225.07,>2yr,1,Lower bills,2,3,1,0,3688.0,1,Cash,2,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
India,Tier2,48,Male,Postgrad,11928.0,5,86.24,1-2yr,2,Environment,3,5,1,0,1632.0,1,StoreFinance,8,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
India,Tier2,36,Male,Diploma,17919.0,2,98.63,6-12mo,2,Lower bills,3,4,1,0,1971.0,1,Cash,9,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1
India,Metro,37,Other,Bachelor,9911.0,4,76.13,6-12mo,3,Environment,3,1,0,1,1346.0,3,CreditEMI,6,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
UAE,Metro,43,Male,Bachelor,16225.0,4,112.32,1-2yr,4,Environment,2,3,0,2,1799.0,5,Cash,6,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0
India,Tier2,31,Male,Bachelor,11175.0,4,82.7,<6mo,3,Environment,4,1,1,2,1252.0,4,StoreFinance,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0
India,Tier2,40,Female,Bachelor,7832.0,7,73.33,>2yr,3,Lower bills,3,4,1,1,1182.0,3,BNPL,3,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1
UAE,Metro,31,Male,Bachelor,28844.0,6,165.97,<6mo,3,Lower bills,2,4,1,0,2694.0,2,CreditEMI,6,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
India,Metro,33,Male,Diploma,6516.0,8,80.71,1-2yr,4,Lower bills,2,4,1,0,1080.0,4,CreditEMI,4,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0
India,Tier2,18,Female,Diploma,11559.0,5,77.69,1-2yr,3,Brand image,4,3,1,2,1454.0,2,Cash,8,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1
India,Tier2,37,Male,Bachelor,26104.0,2,130.78,>2yr,3,Lower bills,2,2,1,1,2655.0,3,Cash,4,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0
India,Tier2,32,Female,Secondary,12463.0,5,73.55,1-2yr,2,Environment,3,3,1,0,1556.0,1,Cash,6,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
India,Metro,44,Male,Diploma,7796.0,4,60.21,6-12mo,1,New tech,3,2,0,1,925.0,1,BNPL,2,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0
UAE,Metro,52,Male,Bachelor,41488.0,4,223.54,>2yr,2,Environment,4,3,0,0,3812.0,3,Cash,4,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
India,Tier2,37,Male,Diploma,6525.0,4,51.8,>2yr,3,Environment,3,2,0,1,919.0,3,StoreFinance,2,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0
India,Tier2,41,Female,Diploma,12884.0,4,85.83,1-2yr,2,Lower bills,4,3,0,0,1499.0,3,CreditEMI,6,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
India,Tier2,33,Female,Secondary,37763.0,1,189.36,1-2yr,4,Lower bills,4,4,0,1,3621.0,4,Cash,2,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1
UAE,Metro,32,Male,Postgrad,26000.0,3,143.11,6-12mo,3,Environment,5,3,0,1,2545.0,3,CreditEMI,7,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0
India,Rural,32,Male,Bachelor,7171.0,7,81.29,1-2yr,3,Lower bills,3,3,0,0,1249.0,3,StoreFinance,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
UAE,Metro,35,Female,Postgrad,33234.0,4,182.73,<6mo,4,Environment,3,3,1,2,8736.08507760651,4,Cash,6,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
Singapore,Metro,41,Female,Postgrad,23961.0,4,140.16,<6mo,2,Brand image,4,3,1,0,2477.0,3,CreditEMI,3,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1
UAE,Metro,52,Female,Bachelor,33217.0,2,161.6,>2yr,5,Environment,3,2,1,1,3302.0,5,Cash,7,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0
Singapore,Metro,46,Male,Bachelor,49577.0,4,269.16,1-2yr,2,Brand image,3,2,1,1,4369.0,1,Cash,5,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
India,Metro,36,Male,Bachelor,9715.0,5,80.78,>2yr,4,Lower bills,3,2,1,1,1259.0,3,Cash,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
India,Metro,37,Female,Postgrad,47812.0,2,252.31,1-2yr,5,Environment,1,4,1,1,4477.0,5,StoreFinance,5,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1
India,Metro,18,Female,Secondary,25122.0,5,156.83,1-2yr,5,Govt rebate,4,4,1,2,2571.0,5,CreditEMI,5,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
UAE,Metro,51,Female,Diploma,34720.0,6,197.88,>2yr,3,Lower bills,4,2,1,2,3228.0,4,CreditEMI,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
India,Metro,56,Male,Bachelor,6487.0,5,44.03,1-2yr,4,Lower bills,2,5,1,2,1231.0,5,CreditEMI,4,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
India,Metro,37,Male,Diploma,8750.0,6,79.85,<6mo,3,Lower bills,3,3,1,1,1289.0,4,StoreFinance,4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
UAE,Metro,37,Male,Diploma,7870.0,6,60.05,6-12mo,4,Brand image,2,3,1,0,1205.0,4,BNPL,8,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
India,Metro,18,Female,Bachelor,10613.0,5,77.72,6-12mo,4,New tech,4,3,1,0,1254.0,4,StoreFinance,5,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1
India,Metro,31,Female,Bachelor,24859.0,8,177.7,>2yr,3,New tech,3,3,1,0,2685.0,3,CreditEMI,2,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
India,Metro,27,Female,Bachelor,13786.0,4,88.88,>2yr,2,Environment,3,3,1,0,1561.0,2,StoreFinance,7,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0
India,Rural,27,Male,Diploma,47566.0,1,253.24,6-12mo,4,Environment,2,4,1,1,4453.0,4,BNPL,9,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0
India,Tier2,30,Male,Secondary,20126.0,3,86.39,>2yr,3,Lower bills,4,2,0,0,2243.0,3,Cash,4,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
UAE,Metro,34,Female,Bachelor,43508.0,2,227.49,1-2yr,4,Environment,2,2,1,0,4025.0,3,CreditEMI,2,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
India,Metro,45,Female,Secondary,22834.0,4,139.89,<6mo,2,Environment,2,3,0,0,2285.0,3,StoreFinance,3,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0
UAE,Metro,43,Male,Postgrad,24394.0,2,150.83,1-2yr,2,Govt rebate,4,4,0,0,2445.0,4,StoreFinance,7,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
Singapore,Metro,34,Female,Postgrad,39005.0,2,208.02,>2yr,4,Lower bills,3,2,0,1,3573.0,5,BNPL,5,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1
UAE,Metro,31,Male,Postgrad,68654.0,3,350.12,1-2yr,1,Environment,4,3,0,1,5807.0,1,StoreFinance,4,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0
India,Tier2,31,Male,Secondary,16371.0,3,91.93,1-2yr,3,New tech,2,4,0,0,1950.0,2,BNPL,5,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
Singapore,Tier2,43,Female,Bachelor,20787.0,4,131.21,>2yr,4,Environment,4,3,1,1,2441.0,4,CreditEMI,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
India,Tier2,33,Male,Postgrad,10321.0,3,65.4,>2yr,3,Lower bills,3,4,1,0,1333.0,3,StoreFinance,5,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1
UAE,Metro,18,Female,Diploma,20875.0,4,128.06,6-12mo,4,Lower bills,2,3,0,1,2332.0,3,CreditEMI,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
Singapore,Metro,18,Male,Secondary,34073.0,1,174.75,1-2yr,3,Lower bills,3,3,1,1,3387.0,3,Cash,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
India,Metro,40,Male,Bachelor,27103.0,5,149.6,<6mo,1,Govt rebate,3,3,0,0,2495.0,1,BNPL,3,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1
UAE,Metro,39,Female,Postgrad,23524.0,3,137.02,6-12mo,3,Environment,4,4,1,1,2425.0,4,BNPL,4,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
India,Metro,27,Male,Postgrad,21531.0,3,134.46,1-2yr,4,New tech,3,4,1,1,2274.0,5,Cash,7,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
India,Metro,41,Male,Secondary,20848.0,5,139.07,6-12mo,3,New tech,2,4,1,1,2379.0,4,CreditEMI,2,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
India,Tier2,40,Female,Diploma,9572.0,5,69.18,1-2yr,2,Brand image,3,2,1,1,1250.0,3,Cash,5,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
Singapore,Metro,39,Male,Bachelor,15830.0,6,102.78,1-2yr,4,Lower bills,3,5,0,1,1652.0,5,CreditEMI,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1
UAE,Metro,38,Female,Bachelor,31163.0,2,156.53,>2yr,4,Lower bills,3,4,0,1,3226.0,5,CreditEMI,4,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0
UAE,Metro,45,Female,Diploma,19911.0,4,113.51,>2yr,5,New tech,3,3,1,0,2226.0,5,CreditEMI,6,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
UAE,Metro,30,Female,Postgrad,45099.0,4,239.93,>2yr,3,Brand image,4,3,0,1,4096.0,2,CreditEMI,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
India,Rural,52,Female,Diploma,6383.0,2,53.88,<6mo,4,New tech,3,2,0,0,1153.0,5,BNPL,3,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
India,Rural,35,Male,Secondary,20113.0,4,106.54,1-2yr,2,Lower bills,2,3,1,1,1953.0,4,CreditEMI,3,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1
India,Tier2,52,Female,Bachelor,19903.0,4,128.37,1-2yr,5,Govt rebate,3,3,1,1,2150.0,4,CreditEMI,5,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
India,Tier2,42,Female,Bachelor,12792.0,6,83.46,>2yr,2,Lower bills,3,2,1,1,1543.0,2,StoreFinance,5,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
UAE,Metro,35,Male,Diploma,136879.0,3,693.4,1-2yr,3,New tech,2,4,0,2,11656.0,3,StoreFinance,6,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
India,Metro,57,Other,Diploma,22513.0,3,132.49,6-12mo,3,New tech,3,4,1,1,2330.0,5,CreditEMI,7,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1
Singapore,Metro,30,Female,Diploma,34439.0,2,196.17,1-2yr,2,Environment,4,5,1,1,3204.0,2,BNPL,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0
India,Tier2,22,Female,Diploma,21460.0,3,115.84,6-12mo,2,Environment,3,4,1,2,2183.0,2,BNPL,6,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0
India,Metro,40,Male,Bachelor,10671.0,3,54.07,1-2yr,4,Lower bills,4,2,1,2,1439.0,4,CreditEMI,7,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
UAE,Metro,31,Female,Secondary,58070.0,5,327.23,1-2yr,3,Govt rebate,4,3,0,0,5242.0,1,CreditEMI,5,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1
India,Rural,32,Female,Bachelor,11307.0,2,50.34,>2yr,4,Environment,3,4,0,1,1597.0,4,Cash,5,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
India,Metro,30,Male,Bachelor,28343.0,5,165.78,>2yr,5,Environment,1,4,0,1,2886.0,5,CreditEMI,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
Singapore,Metro,44,Female,Diploma,25315.0,3,147.52,>2yr,3,New tech,3,3,0,0,2472.0,2,CreditEMI,4,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1
India,Tier2,41,Female,Secondary,5029.0,8,47.0,6-12mo,4,Govt rebate,3,2,1,1,1006.0,2,CreditEMI,4,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
India,Metro,35,Male,Diploma,2441.0,2,10.0,1-2yr,5,Lower bills,4,4,1,1,746.0,4,Cash,5,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
UAE,Rural,18,Female,Diploma,21986.0,6,135.66,>2yr,3,Lower bills,1,4,1,1,2386.0,3,CreditEMI,5,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0
UAE,Metro,46,Female,Postgrad,17551.0,2,104.24,1-2yr,5,Lower bills,5,4,1,1,1959.0,5,StoreFinance,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
UAE,Tier2,38,Female,Bachelor,19955.0,3,129.23,<6mo,5,Govt rebate,3,4,0,1,2414.0,4,Cash,6,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
India,Tier2,19,Female,Diploma,10185.0,3,53.44,1-2yr,4,Environment,3,4,0,0,1459.0,4,CreditEMI,6,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
India,Tier2,29,Male,Secondary,18648.0,1,102.78,1-2yr,4,Environment,3,3,0,0,2169.0,4,StoreFinance,6,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
India,Tier2,27,Male,Secondary,12867.0,3,91.33,1-2yr,3,Environment,3,3,1,0,1446.0,4,Cash,6,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
India,Rural,40,Male,Bachelor,10434.0,3,43.98,>2yr,3,Lower bills,4,4,0,1,1309.0,2,CreditEMI,5,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0
Singapore,Metro,23,Female,Postgrad,39979.0,1,215.76,1-2yr,2,Brand image,3,4,0,0,3815.0,2,CreditEMI,3,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
India,Metro,38,Male,Postgrad,11075.0,8,94.23,>2yr,1,Lower bills,3,3,1,1,4228.2883844573025,1,CreditEMI,4,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
India,Tier2,36,Male,Secondary,18510.0,5,124.06,1-2yr,3,New tech,5,3,0,1,1943.0,3,Cash,6,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0
India,Tier2,18,Male,Bachelor,21863.0,7,130.74,6-12mo,3,New tech,3,2,1,1,2408.0,2,CreditEMI,5,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1
India,Metro,25,Female,Bachelor,54407.0,6,288.3,6-12mo,3,Lower bills,3,3,1,1,5033.0,3,BNPL,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
India,Tier2,41,Male,Bachelor,16787.0,4,98.44,6-12mo,2,Brand image,5,3,0,0,1722.0,3,StoreFinance,4,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1
Singapore,Metro,39,Male,Secondary,126572.0,3,636.77,>2yr,5,Govt rebate,3,4,1,2,10716.0,5,Cash,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
India,Tier2,41,Female,Secondary,9223.0,3,68.07,6-12mo,3,Lower bills,3,4,1,0,1267.0,4,StoreFinance,6,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1
Singapore,Metro,32,Male,Postgrad,40047.0,5,216.26,1-2yr,5,Govt rebate,1,2,1,2,3852.0,3,CreditEMI,3,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
India,Metro,44,Female,Secondary,17126.0,2,105.3,<6mo,3,Environment,4,1,1,0,1822.0,2,Cash,8,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0
India,Rural,23,Female,Diploma,15231.0,5,99.55,<6mo,4,Govt rebate,1,3,1,2,1731.0,4,Cash,4,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1
UAE,Metro,28,Male,Diploma,14298.0,2,81.6,1-2yr,5,Environment,2,4,0,1,1834.0,4,CreditEMI,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1
India,Rural,49,Female,Diploma,22397.0,2,131.98,<6mo,4,Brand image,3,3,1,2,2464.0,3,Cash,5,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0
UAE,Metro,34,Male,Secondary,20368.0,3,110.54,1-2yr,3,Lower bills,3,3,0,1,2183.0,3,Cash,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
India,Metro,27,Female,Bachelor,7088.0,6,51.41,6-12mo,4,Brand image,2,3,0,0,1319.0,5,CreditEMI,8,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0
India,Tier2,22,Other,Diploma,42271.0,4,250.04,>2yr,5,Environment,2,4,0,1,4076.0,5,CreditEMI,7,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
UAE,Metro,36,Male,Postgrad,9047.0,2,57.98,1-2yr,4,Brand image,2,3,1,1,1286.0,5,CreditEMI,8,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1
India,Metro,45,Male,Secondary,4181.0,1,21.19,1-2yr,2,New tech,3,4,0,0,926.0,1,CreditEMI,6,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
India,Metro,18,Male,Bachelor,13259.0,2,77.83,<6mo,4,Lower bills,3,3,0,0,1787.0,4,Cash,6,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0
Singapore,Metro,38,Male,Diploma,13825.0,6,108.65,1-2yr,3,Environment,1,1,1,0,1761.0,2,BNPL,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
UAE,Tier2,40,Male,Bachelor,51963.0,4,279.37,1-2yr,3,Environment,4,1,1,2,4884.0,2,Cash,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
India,Rural,43,Female,Secondary,21680.0,3,114.23,1-2yr,3,Environment,2,3,0,1,2344.0,3,BNPL,5,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
